Age,Gender,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Assistant,Job_Role_Executive,Job_Role_Manager,Salary_Experience_Ratio,Workload_Score,Overall_Satisfaction_Index,Career_Stagnation_Ratio,Is_Overworked,High_Absenteeism,Age_Group_Millennial,Age_Group_Gen_X,Age_Group_Boomer
50,0,3,19961,36,18,3,0,1,3,1,21,1,8,50,1,3,4,4,32,3,1,False,True,False,True,False,False,False,False,False,1050.578947368421,400,3.5,0.15789473684210525,1,0,False,False,True
25,1,5,8516,29,19,11,7,1,1,1,51,0,3,51,14,4,4,1,30,4,0,True,False,False,True,False,False,False,False,False,425.8,153,2.5,0.55,1,1,True,False,False
21,1,5,8693,35,13,14,3,1,2,3,58,1,9,49,9,2,3,2,41,4,0,True,False,False,False,False,False,True,False,False,620.9285714285714,441,2.25,1.0,1,1,False,False,False
39,1,2,17235,66,8,13,7,1,3,3,94,0,2,36,13,2,4,1,7,1,0,False,False,False,False,False,True,False,False,False,1915.0,72,2.5,1.4444444444444444,0,1,False,True,False
47,1,3,3045,18,21,13,8,4,3,3,12,1,1,47,1,4,1,2,25,3,1,False,True,False,False,False,True,True,False,False,138.4090909090909,47,2.5,0.5909090909090909,1,0,False,False,True
30,0,1,13126,61,28,4,2,4,5,2,91,0,6,40,12,3,3,1,29,4,0,False,False,True,False,False,False,False,False,True,452.62068965517244,240,3.0,0.13793103448275862,0,1,True,False,False
23,0,1,8724,32,18,1,3,3,2,2,50,0,6,52,18,2,2,4,25,3,0,False,True,False,False,False,False,False,True,False,459.1578947368421,312,2.5,0.05263157894736842,1,1,False,False,False
34,0,3,3980,85,2,10,5,1,2,2,38,0,4,55,0,4,4,2,19,1,0,False,False,False,True,False,False,True,False,False,1326.6666666666667,220,3.0,3.3333333333333335,1,0,True,False,False
25,1,4,6294,94,19,4,2,3,5,4,58,1,2,35,5,2,4,2,44,2,0,True,False,False,False,True,False,False,True,False,314.7,70,3.25,0.2,0,0,True,False,False
49,0,4,10729,49,19,4,8,1,1,2,38,1,3,41,12,1,3,2,21,4,0,False,False,False,True,False,False,False,True,False,536.45,123,1.75,0.2,0,1,False,False,True
57,0,3,14916,90,24,4,2,3,4,4,70,1,2,58,3,4,4,2,24,3,0,True,False,False,True,False,False,False,True,False,596.64,116,3.5,0.16,1,0,False,False,True
21,0,5,19641,21,5,11,6,1,5,2,88,0,4,52,13,3,1,2,38,4,1,False,True,False,False,True,False,True,False,False,3273.5,208,2.75,1.8333333333333333,1,1,False,False,False
34,1,4,7043,55,8,9,6,4,3,3,47,1,8,39,8,3,4,4,33,1,0,False,True,False,False,False,False,True,False,False,782.5555555555555,312,3.5,1.0,0,1,True,False,False
30,0,2,13202,24,20,3,4,1,4,3,64,0,2,30,11,3,1,1,45,3,0,True,False,True,False,False,False,True,False,False,628.6666666666666,60,2.25,0.14285714285714285,0,1,True,False,False
27,1,1,13785,76,25,13,5,1,1,4,49,1,7,46,3,4,2,1,26,3,0,False,True,False,True,False,False,False,False,True,530.1923076923077,322,2.0,0.5,1,0,True,False,False
45,1,4,9951,79,3,7,0,4,1,3,45,0,4,57,1,1,1,1,40,3,0,False,False,False,True,False,False,True,False,False,2487.75,228,1.0,1.75,1,0,False,False,True
24,0,5,19636,26,2,4,2,3,1,1,34,1,6,44,8,4,2,2,13,3,0,True,False,False,False,False,False,False,False,True,6545.333333333333,264,2.25,1.3333333333333333,0,1,False,False,False
25,1,4,12404,42,6,11,2,2,4,4,62,1,1,45,12,4,4,4,2,4,1,False,True,False,False,False,False,True,False,False,1772.0,45,4.0,1.5714285714285714,0,1,True,False,False
45,0,4,9296,72,27,12,1,4,5,1,74,0,1,43,5,4,1,2,43,2,1,False,False,False,False,False,True,True,False,False,332.0,43,3.0,0.42857142857142855,0,0,False,False,True
23,0,1,17026,70,16,1,0,3,2,3,97,1,7,30,1,2,4,2,1,4,1,False,False,False,False,False,False,False,True,False,1001.5294117647059,210,2.5,0.058823529411764705,0,0,False,False,False
38,0,2,3270,32,15,10,8,1,5,4,81,1,7,45,2,4,4,3,34,1,0,False,True,False,False,False,False,False,False,False,204.375,315,4.0,0.625,0,0,False,True,False
39,0,2,13371,79,4,3,3,2,5,3,30,1,7,32,11,2,2,4,20,1,0,False,True,False,True,False,False,False,True,False,2674.2,224,3.25,0.6,0,1,False,True,False
52,0,5,12036,71,2,9,7,3,4,3,59,0,3,30,19,1,3,2,1,3,0,False,False,True,False,False,False,True,False,False,4012.0,90,2.5,3.0,0,1,False,False,True
39,1,3,15507,64,14,10,6,3,3,3,15,1,6,40,15,3,1,1,41,1,0,True,False,False,True,False,False,False,False,False,1033.8,240,2.0,0.6666666666666666,0,1,False,True,False
31,0,3,6623,95,6,12,5,1,4,1,50,0,8,32,19,3,4,2,26,4,0,False,True,False,False,False,False,False,False,False,946.1428571428571,256,3.25,1.7142857142857142,0,1,True,False,False
20,1,3,12294,59,20,6,0,1,3,1,93,1,8,45,6,4,1,4,20,2,0,False,True,False,False,False,True,False,False,True,585.4285714285714,360,3.0,0.2857142857142857,0,1,False,False,False
45,0,5,3750,76,26,8,2,3,4,3,54,0,8,56,10,4,4,2,18,2,0,True,False,True,False,False,False,False,False,False,138.88888888888889,448,3.5,0.2962962962962963,1,1,False,False,True
33,0,4,13559,79,27,9,4,1,3,3,36,1,7,32,6,1,1,1,40,2,1,True,False,False,False,False,True,False,False,True,484.25,224,1.5,0.32142857142857145,0,1,True,False,False
57,0,2,11014,69,20,8,0,2,2,3,24,0,4,30,11,4,3,4,36,1,0,False,True,False,False,True,False,False,True,False,524.4761904761905,120,3.25,0.38095238095238093,0,1,False,False,True
56,1,2,12964,52,29,5,0,1,2,4,27,1,5,37,17,1,1,2,30,3,1,True,False,False,False,False,True,False,False,True,432.1333333333333,185,1.5,0.16666666666666666,0,1,False,False,True
30,1,4,17129,18,26,6,9,2,1,2,23,1,6,57,0,2,2,2,28,1,0,False,False,False,False,False,True,True,False,False,634.4074074074074,342,1.75,0.2222222222222222,1,0,True,False,False
55,1,2,14462,29,4,10,8,2,1,4,97,1,1,48,9,1,1,2,18,3,0,False,False,False,False,False,False,False,False,False,2892.4,48,1.25,2.0,1,1,False,False,True
32,1,2,18278,35,20,2,0,1,3,3,20,0,2,57,7,4,1,2,29,4,1,False,False,False,False,False,False,True,False,False,870.3809523809524,114,2.5,0.09523809523809523,1,1,True,False,False
22,0,3,15392,35,24,12,3,3,5,4,10,1,6,49,15,1,2,3,34,2,1,False,True,False,False,False,False,False,False,False,615.68,294,2.75,0.48,1,1,False,False,False
52,0,3,11698,65,1,13,7,2,1,3,52,0,3,42,13,1,4,3,42,3,0,True,False,False,False,False,False,False,False,False,5849.0,126,2.25,6.5,0,1,False,False,True
25,1,1,3328,92,25,11,8,1,4,3,90,1,3,41,8,1,2,3,26,2,1,False,False,False,False,False,False,False,True,False,128.0,123,2.5,0.4230769230769231,0,1,True,False,False
29,1,1,17643,49,14,9,5,4,2,2,72,0,4,59,1,2,1,1,27,3,0,True,False,False,False,False,True,False,False,True,1176.2,236,1.5,0.6,1,0,True,False,False
24,1,2,13895,18,3,6,7,2,1,2,15,1,1,39,11,2,4,4,31,1,0,False,False,False,False,True,False,False,True,False,3473.75,39,2.75,1.5,0,1,False,False,False
42,0,3,18386,46,21,8,5,3,1,3,10,1,5,48,4,2,4,2,29,3,0,True,False,False,False,False,False,False,False,True,835.7272727272727,240,2.25,0.36363636363636365,1,0,False,True,False
29,1,1,9316,26,21,7,7,3,1,2,13,1,8,57,3,1,4,1,13,3,0,False,False,False,False,True,False,False,True,False,423.45454545454544,456,1.75,0.3181818181818182,1,0,True,False,False
21,1,1,13962,68,4,12,6,3,4,2,42,1,8,50,19,4,3,4,36,2,0,False,False,False,False,True,False,False,True,False,2792.4,400,3.75,2.4,1,1,False,False,False
32,0,3,15131,44,20,13,8,4,4,4,78,0,7,42,0,2,4,2,49,1,0,False,False,False,True,False,False,False,False,False,720.5238095238095,294,3.0,0.6190476190476191,0,0,True,False,False
59,1,1,6093,23,23,10,8,2,1,1,85,0,7,36,6,2,2,3,33,1,0,False,False,False,True,False,False,False,True,False,253.875,252,2.0,0.4166666666666667,0,1,False,False,True
21,0,4,9953,33,14,2,1,4,5,3,41,0,4,44,4,4,4,2,7,3,1,False,False,True,False,False,False,False,True,False,663.5333333333333,176,3.75,0.13333333333333333,0,0,False,False,False
39,0,4,16856,94,20,14,4,4,5,1,85,1,9,44,12,3,4,3,26,1,0,False,False,False,True,False,False,False,False,True,802.6666666666666,396,3.75,0.6666666666666666,0,1,False,True,False
20,0,3,9190,44,26,2,1,4,4,3,88,1,6,55,8,2,2,1,33,3,0,False,False,False,False,False,False,False,True,False,340.3703703703704,330,2.25,0.07407407407407407,1,1,False,False,False
56,0,3,12823,79,19,13,5,4,4,4,85,0,2,50,16,4,4,3,19,4,0,False,False,False,False,True,False,False,False,False,641.15,100,3.75,0.65,1,1,False,False,True
28,0,1,14598,59,27,5,3,2,2,3,66,0,5,48,9,4,2,3,2,4,1,False,False,True,False,False,False,False,True,False,521.3571428571429,240,2.75,0.17857142857142858,1,1,True,False,False
36,1,2,13029,37,9,3,7,2,5,2,29,1,7,34,12,4,1,3,48,2,0,True,False,False,True,False,False,True,False,False,1302.9,238,3.25,0.3,0,1,False,True,False
28,1,5,7935,90,14,1,9,3,1,3,64,0,8,55,1,1,1,2,35,2,1,True,False,False,False,False,True,True,False,False,529.0,440,1.25,0.06666666666666667,1,0,True,False,False
30,0,4,12752,19,4,10,3,4,3,2,44,1,7,48,8,3,4,4,22,1,0,False,True,True,False,False,False,False,False,True,2550.4,336,3.5,2.0,1,1,True,False,False
34,0,4,19270,98,4,11,5,4,2,4,2,1,3,54,9,4,2,1,24,1,0,False,False,False,False,False,False,False,False,True,3854.0,162,2.25,2.2,1,1,True,False,False
43,1,3,9713,81,26,13,0,1,2,2,46,0,5,48,17,4,4,1,33,3,0,True,False,False,False,True,False,True,False,False,359.74074074074076,240,2.75,0.48148148148148145,1,1,False,True,False
57,1,2,11235,80,12,3,3,2,1,4,80,0,9,49,2,4,2,4,2,3,1,True,False,False,False,False,False,False,True,False,864.2307692307693,441,2.75,0.23076923076923078,1,0,False,False,True
54,0,3,15884,57,8,7,3,1,1,1,96,0,6,54,3,2,2,2,7,2,0,True,False,False,False,False,False,False,True,False,1764.888888888889,324,1.75,0.7777777777777778,1,0,False,False,True
49,1,1,19237,98,28,10,5,2,4,4,76,1,4,59,10,3,4,4,30,4,0,True,False,False,False,False,True,False,False,True,663.3448275862069,236,3.75,0.3448275862068966,1,1,False,False,True
50,1,2,4027,16,16,9,7,4,5,2,60,0,6,57,4,4,4,4,36,1,1,True,False,False,False,False,True,False,False,False,236.88235294117646,342,4.25,0.5294117647058824,1,0,False,False,True
24,0,1,12024,62,11,11,3,1,4,1,55,1,1,49,14,3,1,3,7,1,1,True,False,False,False,True,False,False,True,False,1002.0,49,2.75,0.9166666666666666,1,1,False,False,False
33,1,4,14585,72,7,13,3,2,5,2,7,1,3,45,8,3,3,4,9,4,0,False,True,False,True,False,False,True,False,False,1823.125,135,3.75,1.625,0,1,True,False,False
30,1,3,17092,54,20,4,2,1,5,4,31,1,4,41,9,4,3,4,24,4,0,True,False,False,False,False,False,False,False,False,813.9047619047619,164,4.0,0.19047619047619047,0,1,True,False,False
28,1,3,15659,67,14,8,7,1,3,1,56,0,7,55,13,1,1,4,24,1,0,False,True,False,True,False,False,False,False,False,1043.9333333333334,385,2.25,0.5333333333333333,1,1,True,False,False
53,1,5,10800,73,24,6,5,3,2,4,25,0,2,31,16,3,4,4,43,4,0,False,True,False,False,True,False,False,True,False,432.0,62,3.25,0.24,0,1,False,False,True
31,0,2,10672,82,10,4,3,3,3,3,69,0,7,56,4,3,2,3,25,1,0,False,False,False,False,False,False,False,False,False,970.1818181818181,392,2.75,0.36363636363636365,1,0,True,False,False
54,1,4,8432,77,2,3,4,4,1,3,75,1,8,55,18,2,2,4,43,1,1,False,False,False,True,False,False,False,False,True,2810.6666666666665,440,2.25,1.0,1,1,False,False,True
54,0,5,12461,50,29,5,1,4,3,2,7,0,8,35,1,2,1,1,4,2,0,False,False,False,False,False,False,False,False,False,415.3666666666667,280,1.75,0.16666666666666666,0,0,False,False,True
20,1,5,11043,54,13,3,8,4,3,3,92,1,7,34,14,4,3,3,3,4,0,True,False,False,False,False,True,False,False,True,788.7857142857143,238,3.25,0.21428571428571427,0,1,False,False,False
59,0,3,8192,20,9,8,7,2,2,3,19,0,8,34,19,3,1,4,17,1,1,False,False,False,False,False,True,False,True,False,819.2,272,2.5,0.8,0,1,False,False,True
41,0,2,10695,28,18,11,1,4,3,3,12,1,8,59,19,3,2,2,46,2,1,True,False,True,False,False,False,False,False,False,562.8947368421053,472,2.5,0.5789473684210527,1,1,False,True,False
48,1,3,6061,93,10,12,7,1,2,2,44,0,1,57,12,1,3,4,13,2,0,True,False,False,False,True,False,True,False,False,551.0,57,2.5,1.0909090909090908,1,1,False,False,True
27,0,2,10028,47,14,6,5,3,2,4,7,1,1,51,9,1,3,4,34,1,1,False,False,False,True,False,False,True,False,False,668.5333333333333,51,2.5,0.4,1,1,True,False,False
30,0,5,15853,33,3,11,0,1,2,3,17,0,7,40,8,2,1,1,35,1,1,False,False,False,False,False,False,False,False,True,3963.25,280,1.5,2.75,0,1,True,False,False
56,0,1,15589,90,29,6,9,1,2,3,25,0,8,43,8,4,1,3,9,2,0,False,True,True,False,False,False,False,False,True,519.6333333333333,344,2.5,0.2,0,1,False,False,True
33,0,4,19287,57,22,7,3,3,3,4,83,1,9,51,5,2,2,3,12,2,0,False,True,False,False,True,False,False,True,False,838.5652173913044,459,2.5,0.30434782608695654,1,0,True,False,False
49,0,5,10657,68,7,12,4,3,4,3,32,0,5,42,14,1,2,1,35,4,0,True,False,False,False,True,False,False,False,False,1332.125,210,2.0,1.5,0,1,False,False,True
54,1,3,4724,87,25,14,1,4,4,1,7,0,2,54,14,3,4,4,21,3,1,True,False,False,False,True,False,False,False,True,181.69230769230768,108,3.75,0.5384615384615384,1,1,False,False,True
40,0,4,12125,97,24,7,9,2,1,4,75,1,7,55,12,3,2,2,39,2,0,False,False,False,True,False,False,False,False,True,485.0,385,2.0,0.28,1,1,False,True,False
56,0,5,3554,75,11,8,4,4,2,4,65,0,4,41,0,1,4,2,34,2,0,False,False,False,False,False,True,False,True,False,296.1666666666667,164,2.25,0.6666666666666666,0,0,False,False,True
24,1,2,4284,27,6,5,0,4,4,4,15,1,5,31,19,1,4,3,37,1,0,False,True,True,False,False,False,False,False,False,612.0,155,3.0,0.7142857142857143,0,1,False,False,False
38,1,3,15260,56,15,13,1,2,1,3,42,1,1,48,9,3,2,2,16,4,0,False,False,False,True,False,False,False,False,False,953.75,48,2.0,0.8125,1,1,False,True,False
33,0,5,18929,32,15,5,0,1,3,3,10,1,4,33,1,3,2,4,42,3,0,True,False,False,False,False,False,False,False,True,1183.0625,132,3.0,0.3125,0,0,True,False,False
45,1,2,14812,86,8,6,1,4,1,1,80,1,5,49,9,2,2,1,28,3,0,False,False,False,True,False,False,False,False,False,1645.7777777777778,245,1.5,0.6666666666666666,1,1,False,False,True
23,1,2,17058,79,27,4,1,3,4,2,93,0,9,31,6,3,1,3,22,4,0,False,True,False,False,False,False,False,False,False,609.2142857142857,279,2.75,0.14285714285714285,0,1,False,False,False
44,1,2,9158,62,29,2,6,4,1,2,43,1,5,57,7,4,2,3,6,4,0,True,False,False,False,False,False,False,False,False,305.26666666666665,285,2.5,0.06666666666666667,1,1,False,True,False
44,1,4,15386,98,27,14,6,4,1,4,7,1,5,33,11,1,3,2,36,4,0,False,True,False,False,True,False,True,False,False,549.5,165,1.75,0.5,0,1,False,True,False
37,1,3,3216,50,21,2,6,1,1,1,86,0,8,38,15,1,1,4,40,4,0,False,True,False,True,False,False,False,False,False,146.1818181818182,304,1.75,0.09090909090909091,0,1,False,True,False
59,1,2,9553,95,26,2,1,4,4,1,73,1,4,37,12,2,3,1,22,4,0,True,False,False,False,False,True,True,False,False,353.81481481481484,148,2.5,0.07407407407407407,0,1,False,False,True
27,0,5,11382,59,26,2,2,1,2,2,69,0,7,41,8,3,2,1,9,4,0,False,True,False,False,False,False,False,False,False,421.55555555555554,287,2.0,0.07407407407407407,0,1,True,False,False
58,0,2,7712,24,13,5,1,4,3,3,64,0,5,55,19,3,1,1,44,2,0,False,False,False,False,True,False,False,False,False,550.8571428571429,275,2.0,0.35714285714285715,1,1,False,False,True
59,1,3,10194,23,12,2,4,1,2,4,74,0,5,36,10,3,4,4,27,4,0,False,False,False,False,False,True,False,False,False,784.1538461538462,180,3.25,0.15384615384615385,0,1,False,False,True
33,1,4,4205,60,12,7,2,2,5,2,86,0,6,50,8,4,2,1,30,2,0,False,True,False,True,False,False,False,False,True,323.46153846153845,300,3.0,0.5384615384615384,1,1,True,False,False
51,0,2,5642,31,9,11,9,3,2,2,66,1,8,59,15,4,2,4,23,4,0,False,False,False,False,False,True,False,False,True,564.2,472,3.0,1.1,1,1,False,False,True
57,1,5,14422,81,20,4,5,1,3,4,77,0,7,41,3,1,3,2,45,4,0,False,True,False,True,False,False,True,False,False,686.7619047619048,287,2.25,0.19047619047619047,0,0,False,False,True
52,0,3,15817,47,17,10,5,3,1,2,76,1,8,48,13,3,2,1,34,1,0,False,False,False,False,False,False,False,False,False,878.7222222222222,384,1.75,0.5555555555555556,1,1,False,False,True
42,1,2,6355,79,15,5,4,4,2,4,19,1,3,41,7,4,1,1,10,3,1,False,True,True,False,False,False,True,False,False,397.1875,123,2.0,0.3125,0,1,False,True,False
34,0,4,18863,34,13,2,1,4,4,1,98,0,9,41,19,2,1,4,16,3,0,False,False,True,False,False,False,False,False,False,1347.357142857143,369,2.75,0.14285714285714285,0,1,True,False,False
52,0,1,16526,80,14,12,7,1,5,3,48,1,5,33,6,3,1,1,41,1,0,True,False,False,False,False,False,False,True,False,1101.7333333333333,165,2.5,0.8,0,1,False,False,True
44,1,5,5164,30,8,1,5,2,1,3,14,1,7,46,11,3,4,1,28,2,0,True,False,False,False,False,True,True,False,False,573.7777777777778,322,2.25,0.1111111111111111,1,1,False,True,False
36,1,2,3099,87,21,9,1,3,1,4,4,0,1,56,6,3,1,4,12,1,0,False,False,False,True,False,False,False,False,True,140.86363636363637,56,2.25,0.4090909090909091,1,1,False,True,False
52,1,2,19983,28,13,6,0,1,1,3,52,0,1,51,9,4,4,1,12,1,1,False,True,True,False,False,False,False,True,False,1427.357142857143,51,2.5,0.42857142857142855,1,1,False,False,True
21,1,1,9438,15,25,13,5,1,2,3,40,1,7,47,10,4,3,2,25,3,0,False,False,False,True,False,False,False,False,True,363.0,329,2.75,0.5,1,1,False,False,False
33,0,3,18536,49,3,5,1,3,4,2,84,1,6,51,6,2,2,4,13,2,1,False,True,False,False,False,False,False,True,False,4634.0,306,3.0,1.25,1,1,True,False,False
59,1,1,18491,96,25,5,3,1,3,3,48,0,3,44,10,4,3,1,48,2,1,False,False,False,False,False,True,False,True,False,711.1923076923077,132,2.75,0.19230769230769232,0,1,False,False,True
59,0,3,15083,15,8,2,3,3,5,3,74,0,5,33,19,4,4,1,40,2,0,False,False,False,True,False,False,False,True,False,1675.888888888889,165,3.5,0.2222222222222222,0,1,False,False,True
58,1,2,8842,57,6,8,8,4,4,3,70,1,5,51,13,4,1,1,34,1,0,True,False,False,False,False,True,True,False,False,1263.142857142857,255,2.5,1.1428571428571428,1,1,False,False,True
25,0,1,18939,83,11,4,9,3,2,3,75,1,7,55,14,2,3,1,16,3,0,False,True,True,False,False,False,True,False,False,1578.25,385,2.0,0.3333333333333333,1,1,True,False,False
25,1,2,13432,89,10,4,9,2,5,1,67,0,2,45,19,3,2,1,45,4,0,False,True,False,True,False,False,False,False,True,1221.090909090909,90,2.75,0.36363636363636365,0,1,True,False,False
22,1,1,10742,69,26,8,6,3,4,4,22,1,6,37,11,4,3,4,28,3,0,False,True,False,False,True,False,True,False,False,397.85185185185185,222,3.75,0.2962962962962963,0,1,False,False,False
26,0,2,6910,30,27,4,8,4,3,1,25,0,7,54,19,1,4,4,26,4,1,False,True,True,False,False,False,False,False,True,246.78571428571428,378,3.0,0.14285714285714285,1,1,True,False,False
27,1,2,14773,81,8,1,5,3,3,4,47,0,5,45,18,1,1,1,24,2,1,False,True,False,False,False,True,False,False,False,1641.4444444444443,225,1.5,0.1111111111111111,0,1,True,False,False
34,1,2,12368,77,8,4,0,3,1,3,59,1,1,33,0,3,4,3,34,2,0,True,False,False,False,False,False,False,False,True,1374.2222222222222,33,2.75,0.4444444444444444,0,0,True,False,False
48,1,4,16334,86,23,13,9,1,1,3,65,1,4,30,16,4,4,3,11,1,1,False,False,False,False,True,False,False,False,True,680.5833333333334,120,3.0,0.5416666666666666,0,1,False,False,True
52,1,1,14632,36,7,10,7,3,3,3,15,1,2,54,1,1,2,3,36,3,0,False,True,False,True,False,False,True,False,False,1829.0,108,2.25,1.25,1,0,False,False,True
49,1,4,17645,70,19,1,3,4,1,1,97,1,2,44,5,4,3,3,48,1,0,False,True,True,False,False,False,False,False,True,882.25,88,2.75,0.05,0,0,False,False,True
58,0,2,16932,66,23,6,9,4,1,2,74,0,1,59,11,4,3,2,2,2,0,False,False,False,True,False,False,True,False,False,705.5,59,2.5,0.25,1,1,False,False,True
46,1,5,18760,95,12,2,7,2,3,3,86,1,5,43,0,4,1,2,45,2,0,True,False,False,True,False,False,False,False,True,1443.076923076923,215,2.5,0.15384615384615385,0,0,False,False,True
55,0,3,4376,41,3,11,2,3,5,1,50,1,1,35,14,3,2,2,49,4,0,True,False,False,False,True,False,False,False,False,1094.0,35,3.0,2.75,0,1,False,False,True
48,1,1,15353,78,11,13,5,1,3,4,22,1,4,42,17,1,1,2,13,2,0,True,False,False,False,True,False,True,False,False,1279.4166666666667,168,1.75,1.0833333333333333,0,1,False,False,True
57,1,1,14916,59,13,9,3,4,1,2,50,1,5,50,12,4,2,4,33,2,0,False,False,False,False,True,False,True,False,False,1065.4285714285713,250,2.75,0.6428571428571429,1,1,False,False,True
52,0,3,11371,81,16,13,9,2,5,1,54,1,1,50,4,4,4,3,36,2,1,False,False,False,False,True,False,False,False,False,668.8823529411765,50,4.0,0.7647058823529411,1,0,False,False,True
56,0,4,3725,40,9,10,3,3,1,3,93,0,3,40,0,3,4,3,45,1,0,True,False,False,False,False,False,True,False,False,372.5,120,2.75,1.0,0,0,False,False,True
46,0,3,9269,27,27,4,1,1,2,2,44,0,7,46,1,1,2,2,35,3,0,True,False,False,False,False,True,False,False,True,331.0357142857143,322,1.75,0.14285714285714285,1,0,False,False,True
52,0,5,19465,95,16,11,3,3,1,3,83,0,2,39,3,3,3,1,46,1,1,False,False,False,False,True,False,False,True,False,1145.0,78,2.0,0.6470588235294118,0,0,False,False,True
23,0,2,14210,44,5,13,0,3,4,1,79,0,5,34,15,1,4,1,46,1,0,True,False,True,False,False,False,True,False,False,2368.3333333333335,170,2.5,2.1666666666666665,0,1,False,False,False
41,1,3,17773,92,27,8,0,2,4,1,10,0,9,52,9,2,1,2,43,4,1,False,True,False,True,False,False,False,True,False,634.75,468,2.25,0.2857142857142857,1,1,False,True,False
21,0,3,16255,44,8,11,4,4,1,1,45,1,7,45,10,3,4,1,13,1,0,False,False,False,False,True,False,False,False,True,1806.111111111111,315,2.25,1.2222222222222223,0,1,False,False,False
29,0,2,9673,58,12,2,0,3,1,2,94,1,2,48,19,2,2,2,48,2,0,True,False,True,False,False,False,False,False,False,744.0769230769231,96,1.75,0.15384615384615385,1,1,True,False,False
24,1,1,17222,62,3,5,2,3,2,4,87,1,8,41,13,2,4,2,48,2,1,False,True,False,False,False,False,True,False,False,4305.5,328,2.5,1.25,0,1,False,False,False
29,1,5,9142,23,3,12,2,2,5,2,57,0,2,58,16,3,1,2,22,4,0,False,False,True,False,False,False,False,True,False,2285.5,116,2.75,3.0,1,1,True,False,False
52,0,3,5981,62,13,11,9,1,5,4,25,1,3,33,17,2,3,2,25,2,1,False,False,True,False,False,False,False,False,False,427.2142857142857,99,3.0,0.7857142857142857,0,1,False,False,True
57,0,3,15844,70,3,8,3,3,2,4,65,0,4,57,0,2,2,2,11,2,0,False,True,False,False,False,False,False,False,False,3961.0,228,2.0,2.0,1,0,False,False,True
32,0,1,6446,82,29,1,0,4,3,1,56,1,6,59,14,2,4,4,27,2,0,False,False,False,False,False,False,True,False,False,214.86666666666667,354,3.25,0.03333333333333333,1,1,True,False,False
50,1,5,5288,20,24,6,6,3,1,4,78,0,8,41,6,4,4,1,1,4,0,True,False,False,True,False,False,False,True,False,211.52,328,2.5,0.24,0,1,False,False,True
55,0,2,11239,79,9,2,3,3,1,2,44,0,8,50,9,2,3,2,46,3,0,False,False,False,False,True,False,True,False,False,1123.9,400,2.0,0.2,1,1,False,False,True
43,1,2,18470,81,29,5,6,4,4,1,21,0,8,54,0,2,2,2,42,2,0,True,False,True,False,False,False,False,False,True,615.6666666666666,432,2.5,0.16666666666666666,1,0,False,True,False
34,1,4,7008,35,23,1,4,2,4,1,25,0,7,48,8,3,3,2,20,4,0,False,True,False,False,False,True,False,False,False,292.0,336,3.0,0.041666666666666664,1,1,True,False,False
48,1,5,18954,92,1,12,0,3,3,1,48,0,2,32,3,3,2,4,7,2,0,False,True,False,False,False,True,False,True,False,9477.0,64,3.0,6.0,0,0,False,False,True
27,1,5,10271,44,6,4,3,4,5,2,67,1,9,37,19,1,3,3,20,4,0,False,False,False,True,False,False,True,False,False,1467.2857142857142,333,3.0,0.5714285714285714,0,1,True,False,False
24,0,3,8193,71,19,3,4,4,5,2,5,0,5,38,1,2,1,2,19,4,0,False,True,False,False,False,True,False,False,False,409.65,190,2.5,0.15,0,0,False,False,False
48,1,4,10734,69,16,10,3,1,5,4,21,1,8,34,7,2,1,4,42,1,0,False,True,False,True,False,False,True,False,False,631.4117647058823,272,3.0,0.5882352941176471,0,1,False,False,True
23,1,2,17337,16,1,14,6,2,1,3,37,0,4,54,12,3,1,1,3,2,1,False,False,False,False,True,False,False,True,False,8668.5,216,1.5,7.0,1,1,False,False,False
31,0,5,6540,62,10,5,0,4,4,2,22,0,8,43,17,4,1,1,5,2,0,True,False,False,True,False,False,False,False,True,594.5454545454545,344,2.5,0.45454545454545453,0,1,True,False,False
21,1,5,12225,36,2,8,8,3,1,3,63,1,2,49,5,1,2,3,6,3,1,False,False,False,False,False,False,False,False,True,4075.0,98,1.75,2.6666666666666665,1,0,False,False,False
46,0,1,10425,27,29,9,5,2,3,3,88,0,4,44,14,2,1,4,16,2,0,False,False,False,False,False,False,False,False,True,347.5,176,2.5,0.3,0,1,False,False,True
50,1,2,8752,57,28,5,7,4,2,4,66,0,1,59,7,4,1,2,21,1,1,True,False,False,False,False,False,True,False,False,301.7931034482759,59,2.25,0.1724137931034483,1,1,False,False,True
55,0,1,5774,89,3,9,7,2,2,1,19,1,6,53,12,2,1,4,10,2,1,True,False,False,False,False,False,False,False,False,1443.5,318,2.25,2.25,1,1,False,False,True
55,1,4,3475,88,7,10,8,3,5,2,32,0,2,53,4,4,3,1,45,1,0,True,False,False,False,False,False,False,False,True,434.375,106,3.25,1.25,1,0,False,False,True
